SERVICEID,APPLICATIONIP,APP,TYPESERVICE,SERVICENAME
79,"pegadev.sinarmas.co.id/prweb","ASM","HCQ-LOGIN","https://hcq.payrollq.id/prweb/api/EHC/v1/ValEmpPassOldStructure"
